From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),AT (degree C),Xylene (ug/m3)
2017-03-06 09:00:00,2017-03-06 10:00:00,46.5,110.0,4.77,22.2,15.67,,14.23,0.76,38.25,0.23,4.23,29.15,66.5,1.25,54.25,247.75,711.75,0.15,0.0,33.18,1.18
2017-03-06 10:00:00,2017-03-06 11:00:00,42.25,100.5,1.27,13.88,8.43,,10.23,0.54,50.78,0.2,3.57,29.9,58.0,1.18,122.5,358.0,711.25,0.1,0.0,35.05,1.0
2017-03-06 11:00:00,2017-03-06 12:00:00,32.75,69.0,3.83,8.67,7.7,,,0.66,60.47,0.1,2.35,30.25,53.0,1.18,132.0,458.75,710.5,0.08,0.0,36.15,0.43
2017-03-06 12:00:00,2017-03-06 13:00:00,30.25,65.5,93.57,12.2,82.57,,10.6,0.7,76.5,0.1,2.18,28.55,49.0,1.23,150.25,471.0,709.5,0.13,0.0,37.15,0.28
2017-03-06 13:00:00,2017-03-06 14:00:00,34.75,86.75,0.45,11.65,6.58,,13.33,0.76,151.1,0.13,1.95,29.55,46.5,1.43,78.25,280.75,710.5,0.15,0.0,37.25,0.28
2017-03-06 14:00:00,2017-03-06 15:00:00,37.0,100.25,0.2,12.05,6.52,,11.47,0.7,111.55,0.18,1.72,28.97,44.75,1.13,91.25,157.25,711.0,0.08,0.0,37.2,0.25
2017-03-06 15:00:00,2017-03-06 16:00:00,37.67,102.0,0.67,13.13,7.53,,13.7,0.71,110.67,0.23,2.3,28.9,44.33,1.47,45.0,126.67,711.0,0.13,0.0,37.37,0.3
2017-03-06 16:00:00,2017-03-06 17:00:00,39.25,106.25,0.28,12.45,6.82,,12.12,0.7,121.25,0.23,2.42,29.2,44.25,0.85,74.0,89.75,711.25,0.1,0.0,37.42,0.3
2017-03-06 17:00:00,2017-03-06 18:00:00,41.0,111.5,0.4,17.2,9.47,,10.1,0.72,109.6,0.2,2.33,27.43,49.0,1.97,62.25,42.0,712.75,0.38,0.0,35.92,0.4
2017-03-06 18:00:00,2017-03-06 19:00:00,44.5,155.5,0.55,19.2,10.68,,8.48,0.91,66.15,0.2,3.07,25.85,54.75,1.92,65.0,16.0,713.75,0.25,0.0,34.55,0.77
2017-03-06 19:00:00,2017-03-06 20:00:00,45.5,137.5,0.65,21.75,12.1,,8.9,1.09,47.85,0.2,3.0,26.6,56.5,1.68,65.25,16.0,714.0,0.28,0.0,34.22,1.15
2017-03-06 20:00:00,2017-03-06 21:00:00,42.25,125.0,0.65,23.88,13.22,,11.02,1.1,48.12,0.25,3.33,28.4,57.5,1.85,66.75,16.0,714.0,0.28,0.0,33.77,1.65
2017-03-06 21:00:00,2017-03-06 22:00:00,37.33,96.33,0.53,18.77,10.37,,11.23,1.01,49.13,0.2,3.03,28.4,61.33,1.6,69.0,16.0,714.67,0.23,0.0,33.43,1.47
2017-03-06 22:00:00,2017-03-06 23:00:00,39.5,86.25,0.65,18.37,10.35,,11.62,0.94,46.2,0.2,2.93,28.4,63.25,1.63,69.0,16.0,715.0,0.25,0.0,33.12,1.3
2017-03-06 23:00:00,2017-03-07 00:00:00,41.25,81.25,0.83,16.15,9.25,,12.42,0.84,44.57,0.18,2.9,28.25,65.0,1.45,70.5,16.0,715.0,0.18,0.0,32.8,0.78
2017-03-07 00:00:00,2017-03-07 01:00:00,34.25,72.0,0.62,13.75,7.8,,11.53,0.69,35.55,0.1,2.75,26.87,67.25,1.15,74.5,16.0,715.0,0.13,0.0,32.25,0.73
2017-03-07 01:00:00,2017-03-07 02:00:00,34.5,65.25,0.73,12.0,6.98,,9.5,0.63,31.42,0.1,2.82,26.47,68.75,1.03,74.5,16.0,715.0,0.13,0.0,31.92,0.7
2017-03-07 02:00:00,2017-03-07 03:00:00,23.75,52.75,0.75,10.15,5.98,,8.98,0.55,67.53,0.1,2.62,26.42,69.25,0.7,140.5,16.0,715.5,0.05,0.0,31.43,0.55
2017-03-07 03:00:00,2017-03-07 04:00:00,23.5,48.0,1.25,9.28,5.92,,9.98,0.52,27.55,0.1,2.67,27.7,73.5,0.53,147.5,16.0,716.0,0.0,0.0,30.55,0.53
2017-03-07 04:00:00,2017-03-07 05:00:00,25.75,45.5,0.83,8.43,5.17,,10.88,0.47,28.15,0.1,3.03,28.2,74.5,0.68,131.25,16.0,716.0,0.0,0.0,30.65,0.5
2017-03-07 05:00:00,2017-03-07 06:00:00,28.5,49.5,0.92,8.58,5.35,,11.35,0.52,25.28,0.1,3.6,28.22,76.25,0.95,61.5,16.0,716.0,0.05,0.0,30.42,0.35
2017-03-07 06:00:00,2017-03-07 07:00:00,29.75,56.25,1.08,8.62,5.5,,11.2,0.62,26.52,0.1,3.85,28.3,77.5,0.92,79.25,17.0,716.0,0.0,0.0,30.47,0.35
2017-03-07 07:00:00,2017-03-07 08:00:00,32.75,60.0,1.47,11.8,7.42,,10.65,0.78,22.9,0.15,3.85,28.38,75.5,0.9,89.0,70.5,714.75,0.03,0.0,31.32,0.43
2017-03-07 08:00:00,2017-03-07 09:00:00,43.5,75.75,1.3,9.72,6.2,,10.08,0.7,33.55,0.13,3.38,26.85,70.75,1.2,137.25,150.25,712.5,0.1,0.0,32.72,0.48
2017-03-07 09:00:00,2017-03-07 10:00:00,40.75,68.5,1.22,8.85,5.72,,8.92,0.58,45.32,0.1,3.05,26.82,66.0,1.55,129.75,258.0,712.0,0.18,0.0,33.7,0.35
2017-03-07 10:00:00,2017-03-07 11:00:00,35.25,65.25,31.87,8.62,30.53,,5.28,1.44,67.05,0.1,2.9,30.53,59.0,1.35,129.0,349.25,711.0,0.25,0.0,35.33,0.3
2017-03-07 11:00:00,2017-03-07 12:00:00,30.75,65.0,109.85,12.42,95.92,,131.45,0.52,64.4,0.1,1.48,32.0,51.5,1.65,142.75,433.75,711.0,0.18,0.0,36.63,0.15
2017-03-07 12:00:00,2017-03-07 13:00:00,31.25,78.5,0.47,8.2,4.75,,17.0,0.44,69.82,0.1,1.75,28.9,48.25,1.7,133.25,393.0,710.0,0.18,0.0,37.38,0.1
2017-03-07 13:00:00,2017-03-07 14:00:00,27.25,79.0,0.2,7.25,4.05,,18.05,0.45,114.23,0.1,1.48,29.45,46.0,1.6,134.25,350.25,710.5,0.18,0.0,37.93,0.1
2017-03-07 14:00:00,2017-03-07 15:00:00,29.0,89.25,0.18,7.4,4.02,,9.63,0.55,142.83,0.1,0.83,35.43,42.75,1.5,155.75,248.75,711.0,0.15,0.0,38.07,0.13
2017-03-07 15:00:00,2017-03-07 16:00:00,24.0,83.25,0.4,7.22,4.2,,4.65,0.54,146.6,0.05,0.8,37.18,39.75,1.85,190.25,238.75,711.0,0.15,0.0,38.68,0.13
2017-03-07 16:00:00,2017-03-07 17:00:00,26.75,99.0,0.5,8.0,4.62,,3.28,0.69,110.2,0.1,0.95,36.02,38.0,1.8,180.25,187.0,711.25,0.15,0.0,38.6,0.15
2017-03-07 17:00:00,2017-03-07 18:00:00,31.0,86.0,0.4,17.2,9.5,,13.65,0.81,78.23,0.1,2.18,30.7,48.25,1.73,77.5,73.25,712.25,0.23,0.0,36.27,0.2
2017-03-07 18:00:00,2017-03-07 19:00:00,49.25,131.0,0.93,30.05,16.73,,17.5,0.78,59.07,0.2,2.93,29.47,58.0,1.87,61.5,17.0,714.0,0.3,0.0,34.4,1.15
2017-03-07 19:00:00,2017-03-07 20:00:00,58.0,134.0,0.9,28.9,16.13,,18.72,0.91,44.75,0.28,3.18,29.35,61.0,1.82,64.0,16.0,714.5,0.25,0.0,33.9,1.58
2017-03-07 20:00:00,2017-03-07 21:00:00,53.25,114.25,0.8,26.9,14.98,,17.9,0.94,40.85,0.3,3.2,27.82,61.0,1.47,74.0,16.0,714.0,0.18,0.0,33.7,1.82
2017-03-07 21:00:00,2017-03-07 22:00:00,46.25,104.75,1.3,23.32,13.45,,14.3,0.9,39.48,0.3,3.3,27.45,60.75,1.2,80.25,16.0,714.5,0.05,0.0,33.3,1.87
2017-03-07 22:00:00,2017-03-07 23:00:00,39.25,86.75,0.88,12.82,7.52,,13.55,0.64,45.85,0.23,3.15,27.4,63.5,1.15,88.0,16.0,715.0,0.1,0.0,32.82,1.55
2017-03-07 23:00:00,2017-03-08 00:00:00,34.75,74.0,1.03,12.8,7.68,,15.7,0.63,35.95,0.2,3.07,28.02,68.25,0.95,89.75,16.0,715.25,0.03,0.0,32.28,1.25
2017-03-08 00:00:00,2017-03-08 01:00:00,34.25,76.0,0.58,10.42,6.02,,11.5,0.61,40.83,0.2,3.35,30.6,71.25,1.0,84.5,16.0,716.0,0.05,0.0,31.67,1.17
2017-03-08 01:00:00,2017-03-08 02:00:00,26.0,54.5,0.6,10.67,6.15,,9.55,0.6,34.47,0.18,3.48,31.08,74.75,0.78,102.0,16.0,716.25,0.05,0.0,31.05,0.97
2017-03-08 02:00:00,2017-03-08 03:00:00,26.0,53.75,0.9,10.6,6.4,,9.5,0.56,67.35,0.13,3.65,31.25,81.25,0.6,214.5,16.0,717.0,0.0,0.0,29.85,0.9
2017-03-08 03:00:00,2017-03-08 04:00:00,26.75,57.25,1.12,11.03,6.77,,7.7,0.57,19.9,0.13,4.18,31.92,85.25,0.35,151.25,16.0,717.0,-0.03,0.0,29.32,0.53
2017-03-08 04:00:00,2017-03-08 05:00:00,29.0,61.0,1.4,10.0,6.5,,11.47,0.58,19.1,0.17,4.3,28.2,86.0,0.63,139.33,16.0,717.0,0.0,0.0,29.13,0.4
2017-03-08 05:00:00,2017-03-08 06:00:00,42.0,67.0,1.6,7.93,5.53,,13.77,0.7,18.43,0.1,3.9,26.93,87.0,0.5,172.33,16.0,716.67,0.0,0.0,28.9,0.5
2017-03-08 06:00:00,2017-03-08 07:00:00,40.0,61.5,1.95,8.03,5.85,,13.28,0.53,17.05,0.1,3.73,26.65,87.5,0.55,163.75,18.0,716.75,0.0,0.0,28.53,0.5
2017-03-08 07:00:00,2017-03-08 08:00:00,40.75,62.75,2.12,8.92,6.48,,12.85,0.51,17.9,0.1,3.7,27.03,82.25,0.62,177.25,86.75,714.75,0.03,0.0,29.45,0.43
2017-03-08 08:00:00,2017-03-08 09:00:00,39.0,61.25,2.22,10.17,7.2,,10.5,0.55,29.72,0.1,4.02,31.0,72.5,1.4,214.25,165.5,713.75,0.13,0.0,31.48,0.48
2017-03-08 09:00:00,2017-03-08 10:00:00,27.75,67.25,1.1,11.07,6.82,,11.45,0.39,64.85,0.1,4.02,32.18,49.0,2.17,250.25,271.25,712.5,0.15,0.0,33.6,0.5
2017-03-08 10:00:00,2017-03-08 11:00:00,32.75,102.25,1.0,12.85,7.67,,9.63,0.42,83.45,0.15,3.57,32.88,39.75,1.92,269.0,366.25,712.0,0.03,0.0,34.93,0.45
2017-03-08 11:00:00,2017-03-08 12:00:00,41.5,129.75,4.85,10.62,9.6,,,0.53,96.5,0.13,3.52,33.0,38.0,1.47,267.75,464.75,711.0,0.03,0.0,36.03,0.28
2017-03-08 12:00:00,2017-03-08 13:00:00,42.5,117.25,114.38,5.15,95.73,,16.18,0.52,93.85,0.1,2.9,30.15,37.25,1.72,259.75,476.5,710.25,0.0,0.0,36.8,0.23
2017-03-08 13:00:00,2017-03-08 14:00:00,39.5,105.5,0.5,8.12,4.73,,21.22,0.47,121.3,0.1,3.0,29.27,35.75,1.68,276.25,447.0,710.5,-0.08,0.0,37.52,0.3
2017-03-08 14:00:00,2017-03-08 15:00:00,35.25,95.25,,7.33,3.72,,20.38,0.46,188.17,0.1,1.55,34.28,36.0,1.72,256.25,371.75,710.75,-0.03,0.0,37.75,0.13
2017-03-08 15:00:00,2017-03-08 16:00:00,35.5,95.75,0.4,7.75,4.45,,13.83,0.47,185.53,0.1,1.18,36.1,36.0,1.7,213.0,272.5,711.25,-0.05,0.0,37.8,0.1
2017-03-08 16:00:00,2017-03-08 17:00:00,35.75,98.5,0.28,12.05,6.52,,9.88,0.52,177.45,0.1,1.55,36.95,36.25,1.72,266.75,161.5,712.0,-0.15,0.0,37.68,0.2
2017-03-08 17:00:00,2017-03-08 18:00:00,40.25,108.25,0.2,10.88,5.8,,5.35,0.49,159.35,0.1,1.35,36.32,37.25,1.13,304.25,64.0,712.25,-0.13,0.0,37.17,0.2
2017-03-08 18:00:00,2017-03-08 19:00:00,49.25,134.75,0.9,27.45,15.35,,18.95,0.75,72.05,0.13,2.22,31.02,40.25,0.8,198.0,16.25,713.5,-0.08,0.0,35.45,0.25
2017-03-08 19:00:00,2017-03-08 20:00:00,81.0,213.75,0.88,29.47,16.4,,23.08,0.95,58.53,0.63,4.75,29.85,42.25,1.07,211.5,16.0,714.0,-0.13,0.0,34.5,0.83
2017-03-08 20:00:00,2017-03-08 21:00:00,78.33,213.33,0.77,31.6,17.43,,31.73,1.04,49.57,0.6,6.47,28.2,44.0,0.8,35.33,16.0,714.0,0.07,0.0,33.77,0.8
2017-03-08 21:00:00,2017-03-08 22:00:00,82.25,247.25,1.15,43.28,23.95,,39.93,1.07,30.85,0.72,6.7,27.2,47.25,0.6,47.5,16.0,715.0,0.0,0.0,33.17,1.0
2017-03-08 22:00:00,2017-03-08 23:00:00,74.25,219.0,4.07,51.4,30.65,,25.6,1.21,8.83,0.58,7.45,27.08,61.25,0.45,58.25,16.0,714.5,0.0,0.0,32.75,1.48
2017-03-08 23:00:00,2017-03-09 00:00:00,75.0,213.0,5.33,40.33,25.8,,20.7,1.21,8.1,0.57,8.37,27.0,66.33,0.3,49.0,16.0,715.0,0.0,0.0,31.37,1.77
2017-03-09 00:00:00,2017-03-09 01:00:00,63.25,185.75,8.55,39.12,27.75,,20.2,1.29,5.53,0.63,8.15,29.18,62.25,0.5,281.25,16.0,716.0,0.0,0.0,30.47,1.95
2017-03-09 01:00:00,2017-03-09 02:00:00,84.25,256.5,29.87,41.55,46.38,,28.15,1.62,2.8,0.72,8.95,29.8,63.25,0.43,232.5,16.0,717.0,0.0,0.0,29.78,2.75
2017-03-09 02:00:00,2017-03-09 03:00:00,107.0,332.5,35.45,39.25,49.73,,30.67,1.79,45.1,0.75,9.85,30.03,66.25,0.35,161.5,16.0,717.0,0.0,0.0,29.2,2.35
2017-03-09 03:00:00,2017-03-09 04:00:00,96.0,302.75,27.2,36.4,41.5,,27.7,1.69,7.95,0.78,9.72,30.5,72.0,0.3,92.25,16.0,717.75,0.0,0.0,28.72,2.6
2017-03-09 04:00:00,2017-03-09 05:00:00,75.75,212.75,18.53,23.6,27.65,,17.83,1.33,6.27,0.62,8.78,28.55,80.75,0.68,180.0,16.0,717.0,0.0,0.0,28.93,1.75
2017-03-09 05:00:00,2017-03-09 06:00:00,60.75,117.5,16.0,24.97,26.3,,13.7,1.22,5.5,0.5,8.3,27.42,82.75,0.97,137.0,16.0,717.0,0.03,0.0,28.38,1.48
2017-03-09 06:00:00,2017-03-09 07:00:00,60.5,118.0,10.78,22.62,20.8,,10.2,1.0,9.3,0.4,7.6,27.27,82.25,0.85,167.25,17.5,717.0,0.05,0.0,28.9,1.4
2017-03-09 07:00:00,2017-03-09 08:00:00,59.0,127.75,10.95,23.07,21.17,,9.33,1.11,7.93,0.38,7.08,27.2,79.5,0.78,182.25,72.75,715.5,0.1,0.0,29.25,1.7
2017-03-09 08:00:00,2017-03-09 09:00:00,93.75,230.5,17.2,40.6,35.58,,25.52,1.42,17.17,0.43,7.67,29.25,74.0,1.7,263.5,139.5,714.25,0.08,0.0,31.03,2.55
2017-03-09 09:00:00,2017-03-09 10:00:00,139.0,316.75,9.43,37.32,27.53,,27.55,1.18,50.97,0.43,9.35,29.97,68.25,1.2,272.25,252.75,712.0,-0.03,0.0,32.62,2.33
2017-03-09 10:00:00,2017-03-09 11:00:00,111.5,215.25,1.65,24.83,14.55,,19.75,0.03,92.45,0.38,9.48,30.62,56.5,0.9,233.5,351.25,710.0,0.05,0.0,34.85,1.87
2017-03-09 11:00:00,2017-03-09 12:00:00,74.75,152.0,4.2,18.97,13.53,,,0.02,,0.3,5.78,33.82,53.5,1.1,175.5,417.0,710.5,0.08,0.0,35.78,0.92
2017-03-09 12:00:00,2017-03-09 13:00:00,73.0,162.25,109.13,20.2,99.57,,17.62,0.75,,0.23,3.23,36.1,45.75,1.4,93.25,456.0,710.5,0.18,0.0,36.85,0.5
2017-03-09 13:00:00,2017-03-09 14:00:00,59.5,143.0,0.42,16.8,9.33,,22.2,0.63,173.7,0.2,2.38,31.48,43.0,1.15,148.25,394.25,709.75,0.1,0.0,37.45,0.3
2017-03-09 14:00:00,2017-03-09 15:00:00,52.75,126.25,0.33,14.1,7.78,,21.5,0.62,,0.18,1.78,33.48,40.75,1.3,175.25,358.25,710.0,0.08,0.0,38.15,0.28
2017-03-09 15:00:00,2017-03-09 16:00:00,42.75,110.5,,9.83,5.2,,13.58,0.46,182.15,0.1,1.3,36.15,39.75,1.1,165.0,205.25,710.75,0.1,0.0,38.08,0.23
2017-03-09 16:00:00,2017-03-09 17:00:00,32.75,78.25,0.23,8.92,4.92,,9.23,0.45,145.17,0.1,1.1,36.1,40.75,0.85,104.75,145.0,711.0,0.03,0.0,37.95,0.15
2017-03-09 17:00:00,2017-03-09 18:00:00,36.75,87.25,0.6,12.05,6.9,,20.38,0.48,96.6,0.15,2.1,30.68,43.75,1.55,134.5,75.0,711.75,-0.02,0.0,37.07,0.13
2017-03-09 18:00:00,2017-03-09 19:00:00,50.25,128.25,0.62,19.6,10.93,,16.98,0.72,74.52,0.2,3.38,29.47,51.0,1.2,59.5,16.5,713.5,0.13,0.0,35.48,0.58
2017-03-09 19:00:00,2017-03-09 20:00:00,50.75,155.0,0.73,26.55,14.72,,15.73,0.96,51.9,0.23,3.93,29.42,55.0,1.05,67.0,16.0,714.0,0.1,0.0,34.82,1.17
2017-03-09 20:00:00,2017-03-09 21:00:00,57.75,162.25,1.15,28.85,16.28,,17.8,1.02,43.63,0.3,4.42,28.3,57.25,1.3,67.0,16.0,714.0,0.15,0.0,34.35,1.4
2017-03-09 21:00:00,2017-03-09 22:00:00,52.75,132.75,1.17,28.3,16.0,,17.47,1.05,38.25,0.3,4.23,27.15,59.75,0.82,64.5,16.0,714.0,0.05,0.0,34.1,1.85
2017-03-09 22:00:00,2017-03-09 23:00:00,49.5,110.75,1.32,24.12,13.85,,17.2,0.99,41.02,0.3,3.97,27.03,62.25,1.15,72.0,16.0,714.0,0.15,0.0,33.9,1.82
2017-03-09 23:00:00,2017-03-10 00:00:00,47.75,93.0,0.67,15.3,8.7,,15.97,0.83,45.28,0.2,3.5,27.0,65.75,0.85,88.25,16.0,714.75,0.03,0.0,33.08,1.5
2017-03-10 00:00:00,2017-03-10 01:00:00,37.25,68.0,1.02,11.92,7.2,,10.62,0.74,36.57,0.2,3.38,28.75,70.25,0.6,111.5,16.0,715.0,0.0,0.0,32.3,1.18
2017-03-10 01:00:00,2017-03-10 02:00:00,33.75,63.75,1.73,12.1,7.85,,8.23,0.71,35.27,0.2,3.65,29.83,72.0,0.68,96.25,16.0,716.0,0.0,0.0,31.75,1.05
2017-03-10 02:00:00,2017-03-10 03:00:00,28.75,61.75,1.1,13.65,8.15,,7.3,0.63,68.17,0.2,3.7,29.85,74.75,0.85,84.5,16.0,716.0,0.0,0.0,31.4,1.0
2017-03-10 03:00:00,2017-03-10 04:00:00,24.75,63.0,1.42,13.0,8.05,,9.02,0.57,25.3,0.15,3.7,30.28,78.0,0.65,99.5,16.0,716.0,0.0,0.0,30.92,0.92
2017-03-10 04:00:00,2017-03-10 05:00:00,23.75,51.25,1.7,11.4,7.45,,8.6,0.52,23.22,0.1,3.75,29.75,80.5,0.83,166.25,16.0,716.0,0.0,0.0,30.5,0.7
2017-03-10 05:00:00,2017-03-10 06:00:00,24.5,51.0,1.35,9.27,6.05,,8.77,0.49,23.82,0.1,3.98,28.62,83.5,0.65,114.75,16.0,716.0,0.0,0.0,30.05,0.65
2017-03-10 06:00:00,2017-03-10 07:00:00,29.0,51.25,1.55,8.7,5.88,,11.88,0.53,21.33,0.1,4.07,28.25,85.0,1.1,166.25,16.0,716.0,0.03,0.0,29.68,0.53
2017-03-10 07:00:00,2017-03-10 08:00:00,30.75,61.5,1.35,10.25,6.55,,14.28,0.55,20.62,0.1,4.0,28.23,79.5,1.02,207.75,73.5,715.25,0.03,0.0,30.08,0.55
2017-03-10 08:00:00,2017-03-10 09:00:00,35.75,68.0,1.75,10.38,6.92,,18.28,0.64,36.55,0.1,4.12,29.4,63.5,2.25,255.75,164.25,714.0,0.18,0.0,31.33,0.5
2017-03-10 09:00:00,2017-03-10 10:00:00,35.75,85.75,1.35,10.33,6.6,,19.7,0.6,48.82,0.1,4.12,29.5,55.75,2.45,268.75,270.75,713.0,0.13,0.0,32.55,0.62
2017-03-10 10:00:00,2017-03-10 11:00:00,35.75,97.0,1.2,9.47,6.02,,14.7,0.45,57.8,0.1,3.82,30.08,42.75,2.52,274.0,359.0,712.0,0.03,0.0,34.18,0.45
2017-03-10 11:00:00,2017-03-10 12:00:00,29.25,102.5,4.55,7.7,7.8,,,0.54,63.25,0.1,3.43,30.18,40.5,2.18,274.5,458.25,711.75,0.05,0.0,34.95,0.35
2017-03-10 12:00:00,2017-03-10 13:00:00,29.25,92.5,113.68,4.57,94.88,,16.3,0.46,65.1,0.1,3.4,29.85,38.25,2.1,270.5,476.0,711.0,0.0,0.0,36.0,0.28
2017-03-10 13:00:00,2017-03-10 14:00:00,27.0,94.0,1.27,7.7,5.1,,17.8,0.38,68.63,0.1,3.4,27.37,37.0,1.9,244.33,385.0,711.0,0.07,0.0,36.67,0.3
2017-03-10 14:00:00,2017-03-10 15:00:00,27.5,86.25,0.83,6.7,4.23,,15.57,0.45,70.3,0.1,3.3,27.15,36.25,1.97,237.0,226.0,710.75,0.08,0.0,37.0,0.3
2017-03-10 15:00:00,2017-03-10 16:00:00,32.0,90.0,0.3,6.35,3.6,,10.95,0.36,63.45,0.1,3.25,27.15,36.5,2.75,216.5,312.0,711.0,0.25,0.0,37.45,0.3
2017-03-10 16:00:00,2017-03-10 17:00:00,18.0,80.5,1.35,8.25,5.5,,10.6,0.38,69.2,0.1,2.75,29.85,35.0,2.8,187.0,148.5,712.0,0.3,0.0,37.25,0.2
2017-03-10 17:00:00,2017-03-10 18:00:00,18.25,76.25,1.2,7.8,5.1,,11.15,0.37,64.03,0.1,2.57,29.92,34.5,2.65,134.75,71.5,712.5,0.28,0.0,36.8,0.2
2017-03-10 18:00:00,2017-03-10 19:00:00,17.25,73.25,1.3,8.23,5.43,,13.03,0.38,53.93,0.1,2.8,30.0,35.5,1.45,147.75,16.75,713.75,0.15,0.0,35.5,0.2
2017-03-10 19:00:00,2017-03-10 20:00:00,14.0,73.75,1.0,11.7,7.05,,13.23,0.4,42.8,0.1,3.02,30.05,37.25,0.7,150.75,16.0,715.0,0.0,0.0,33.95,0.28
2017-03-10 20:00:00,2017-03-10 21:00:00,22.0,81.5,1.25,21.7,12.58,,12.3,0.41,26.58,0.1,3.2,29.12,41.25,0.4,107.0,16.0,716.0,0.0,0.0,32.15,0.3
2017-03-10 21:00:00,2017-03-10 22:00:00,29.25,82.25,1.55,20.28,12.05,,11.95,0.42,26.07,0.1,3.18,27.3,43.25,0.5,114.5,16.0,716.0,-0.03,0.0,31.15,0.3
2017-03-10 22:00:00,2017-03-10 23:00:00,33.25,91.25,1.65,24.25,14.27,,17.07,0.51,19.18,0.1,3.57,27.15,44.0,0.35,164.5,16.0,716.5,0.0,0.0,30.57,0.7
2017-03-10 23:00:00,2017-03-11 00:00:00,34.0,100.33,3.6,24.47,15.97,,15.63,0.53,18.5,0.13,3.57,27.1,45.67,0.37,232.33,16.0,717.0,-0.07,0.0,29.7,0.53
2017-03-11 00:00:00,2017-03-11 01:00:00,38.75,130.25,5.92,38.38,25.23,,22.63,0.71,6.4,0.2,4.27,28.25,47.75,0.3,338.5,16.25,717.5,0.0,0.0,29.35,1.1
2017-03-11 01:00:00,2017-03-11 02:00:00,52.0,212.0,6.35,35.0,23.78,,30.0,0.83,5.73,0.25,4.58,29.93,49.25,0.3,250.25,16.0,717.75,0.0,0.0,29.02,1.42
2017-03-11 02:00:00,2017-03-11 03:00:00,50.25,212.0,9.45,38.78,28.3,,59.7,0.8,47.05,0.3,5.3,29.97,51.5,0.3,240.0,16.5,718.75,-0.03,0.0,27.65,1.65
2017-03-11 03:00:00,2017-03-11 04:00:00,51.0,150.75,7.93,36.05,25.62,,30.65,0.69,9.05,0.3,6.4,30.45,49.75,0.58,168.25,16.25,718.25,0.0,0.0,27.85,1.38
2017-03-11 04:00:00,2017-03-11 05:00:00,42.5,132.5,6.3,27.5,19.72,,26.78,0.65,23.9,0.3,5.5,30.05,52.0,1.2,216.0,16.0,718.0,0.0,0.0,28.5,1.7
2017-03-11 05:00:00,2017-03-11 06:00:00,49.0,146.67,3.67,22.13,14.73,,31.03,0.64,33.93,0.27,4.83,28.8,52.33,1.53,270.0,16.0,718.0,0.0,0.0,28.3,1.57
2017-03-11 06:00:00,2017-03-11 07:00:00,57.5,152.75,2.1,19.85,12.25,,26.25,0.72,31.72,0.3,4.75,28.55,54.75,1.1,265.25,18.25,718.0,0.03,0.0,27.7,1.0
2017-03-11 07:00:00,2017-03-11 08:00:00,50.5,153.0,2.52,19.53,12.42,,19.65,0.7,33.63,0.3,4.45,28.53,53.75,0.78,277.25,99.75,715.5,0.0,0.0,28.55,1.08
2017-03-11 08:00:00,2017-03-11 09:00:00,39.75,156.0,2.0,14.1,9.15,,17.02,0.68,47.93,0.3,4.38,29.22,51.0,2.07,262.25,185.25,714.0,0.03,0.0,30.15,0.92
2017-03-11 09:00:00,2017-03-11 10:00:00,27.25,120.25,1.6,10.7,6.95,,27.4,0.45,59.1,0.25,4.23,30.18,45.0,2.52,238.0,301.75,713.0,-0.05,0.0,31.65,0.7
2017-03-11 10:00:00,2017-03-11 11:00:00,19.75,90.75,1.17,9.25,5.9,,19.67,0.45,67.73,0.18,3.6,30.58,40.75,2.47,244.75,386.5,713.0,-0.15,0.0,32.73,0.5
2017-03-11 11:00:00,2017-03-11 12:00:00,21.0,78.5,4.65,7.35,7.7,,,0.55,69.8,0.1,3.05,30.78,37.75,2.33,220.0,487.0,713.0,-0.13,0.0,33.68,0.3
2017-03-11 12:00:00,2017-03-11 13:00:00,18.5,73.5,113.58,2.18,93.5,,12.25,0.45,70.5,0.1,2.85,30.57,38.0,2.23,202.5,495.25,712.25,-0.13,0.0,34.28,0.3
2017-03-11 13:00:00,2017-03-11 14:00:00,20.5,85.0,1.1,6.9,4.57,,14.05,0.42,67.55,0.1,2.68,28.55,35.5,2.65,149.75,470.5,712.25,0.1,0.0,35.25,0.2
2017-03-11 14:00:00,2017-03-11 15:00:00,21.75,91.25,0.72,6.88,4.25,,12.15,0.39,69.45,0.1,2.75,28.35,33.25,2.93,153.5,406.5,711.5,0.08,0.0,36.02,0.25
2017-03-11 15:00:00,2017-03-11 16:00:00,21.5,73.25,1.0,6.77,4.4,,13.42,0.38,72.15,0.1,2.82,28.3,31.75,2.67,155.75,308.5,711.25,0.18,0.0,36.63,0.3
2017-03-11 16:00:00,2017-03-11 17:00:00,20.25,68.75,0.93,6.22,4.1,,12.83,0.35,66.02,0.1,2.85,29.05,30.0,2.68,133.5,191.25,711.75,0.28,0.0,36.98,0.25
2017-03-11 17:00:00,2017-03-11 18:00:00,12.25,59.25,1.3,6.23,4.33,,13.7,0.34,65.22,0.1,2.95,30.17,30.25,2.35,113.75,80.5,712.75,0.25,0.0,36.28,0.3
