From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),AT (degree C),Xylene (ug/m3)
2019-02-26 07:00:00,2019-02-26 08:00:00,83.0,177.75,15.4,33.12,30.12,20.9,19.18,1.15,4.75,0.08,0.78,32.38,62.25,0.57,259.5,40.0,728.5,0.0,0.0,28.53,0.1
2019-02-26 08:00:00,2019-02-26 09:00:00,83.75,174.5,8.78,26.7,21.35,19.15,15.13,1.03,13.48,0.1,0.65,32.45,53.0,0.7,252.0,159.0,725.5,0.0,0.0,31.12,0.05
2019-02-26 09:00:00,2019-02-26 10:00:00,71.0,173.25,2.83,21.6,13.8,15.4,10.57,0.73,19.7,0.0,0.53,32.55,46.25,1.0,275.25,266.25,724.5,0.0,0.0,33.45,0.0
2019-02-26 10:00:00,2019-02-26 11:00:00,49.25,130.5,1.03,14.5,8.58,12.85,11.25,0.0,27.82,0.0,0.3,31.9,39.25,1.27,252.5,357.0,723.25,0.0,0.0,35.25,0.0
2019-02-26 11:00:00,2019-02-26 12:00:00,37.5,104.75,0.55,10.6,6.1,12.15,7.45,0.0,29.35,0.0,0.18,31.15,36.5,1.4,185.75,419.0,723.0,0.0,0.0,35.9,0.0
2019-02-26 12:00:00,2019-02-26 13:00:00,32.5,91.25,0.33,7.77,4.37,10.1,7.1,0.37,29.7,0.0,0.1,31.18,35.25,0.97,224.25,440.5,722.25,0.03,0.0,36.88,0.0
2019-02-26 13:00:00,2019-02-26 14:00:00,22.0,80.0,0.42,7.38,4.25,10.32,6.38,0.42,33.48,0.0,0.1,31.3,34.75,0.95,213.5,417.25,722.0,0.03,0.0,37.7,0.0
2019-02-26 14:00:00,2019-02-26 15:00:00,,81.25,0.23,6.82,3.85,9.8,6.88,0.27,35.92,0.0,0.1,32.42,34.5,1.07,267.0,358.25,721.75,0.0,0.0,38.05,0.0
2019-02-26 15:00:00,2019-02-26 16:00:00,28.0,84.75,0.13,7.18,3.9,9.47,6.95,0.21,37.22,0.0,0.05,32.4,34.0,0.9,181.0,268.75,722.25,0.0,0.0,38.2,0.0
2019-02-26 16:00:00,2019-02-26 17:00:00,28.0,86.5,0.17,7.17,3.92,9.28,6.5,0.25,36.1,0.0,0.0,32.22,34.25,0.83,191.0,161.5,722.5,0.0,0.0,37.93,0.0
2019-02-26 17:00:00,2019-02-26 18:00:00,,96.75,0.4,8.25,4.65,8.95,5.72,0.28,31.98,0.0,0.03,32.15,35.0,0.67,258.75,60.5,723.75,0.0,0.0,37.08,0.0
2019-02-26 18:00:00,2019-02-26 19:00:00,,123.75,0.9,33.47,18.3,9.23,9.18,0.4,17.07,0.1,0.2,31.58,38.25,0.47,4.0,21.25,726.0,0.0,0.0,34.92,0.0
2019-02-26 19:00:00,2019-02-26 20:00:00,,179.5,2.2,49.12,27.9,10.5,9.6,0.55,12.05,0.33,0.7,31.38,44.75,0.75,56.5,21.0,727.0,0.0,0.0,34.2,0.0
2019-02-26 20:00:00,2019-02-26 21:00:00,,171.5,0.62,32.77,17.95,12.93,9.53,0.65,23.17,0.15,0.43,31.15,58.0,0.82,84.75,21.0,726.75,0.0,0.0,33.83,0.0
2019-02-26 21:00:00,2019-02-26 22:00:00,,149.75,0.45,29.5,16.08,13.3,10.47,0.63,24.88,0.1,0.33,31.02,58.25,1.05,76.25,21.0,727.0,0.0,0.0,33.35,0.05
2019-02-26 22:00:00,2019-02-26 23:00:00,,135.25,0.23,25.82,13.95,13.55,11.32,0.84,23.9,0.03,0.3,32.08,58.25,0.82,85.25,21.0,727.0,0.0,0.0,32.97,0.0
2019-02-26 23:00:00,2019-02-27 00:00:00,40.0,108.25,0.23,23.35,12.6,13.33,12.45,0.83,17.85,0.0,0.22,32.23,62.5,0.8,87.0,21.0,727.5,0.0,0.0,32.4,0.0
2019-02-27 00:00:00,2019-02-27 01:00:00,39.5,92.5,0.53,22.23,12.22,13.23,11.65,0.58,10.9,0.0,0.2,32.23,66.25,0.58,117.5,21.0,728.0,0.0,0.0,31.65,0.0
2019-02-27 01:00:00,2019-02-27 02:00:00,38.0,105.0,2.4,30.0,17.88,16.02,15.65,0.74,4.02,0.0,0.25,32.2,68.5,0.4,269.0,21.0,729.0,0.0,0.0,29.7,0.03
2019-02-27 02:00:00,2019-02-27 03:00:00,,183.5,8.05,34.92,25.15,19.75,21.3,0.91,2.2,0.05,0.72,31.52,71.0,0.3,268.75,21.0,730.0,0.0,0.0,28.77,0.15
2019-02-27 03:00:00,2019-02-27 04:00:00,,183.5,10.5,32.33,25.7,22.85,19.33,0.91,3.07,0.0,0.95,31.05,72.25,0.35,268.75,21.0,730.0,0.0,0.0,28.27,0.2
2019-02-27 04:00:00,2019-02-27 05:00:00,84.0,181.0,12.55,32.28,27.38,27.4,17.7,0.77,1.95,0.0,1.18,30.98,69.0,0.38,268.0,21.0,730.0,0.0,0.0,28.0,0.12
2019-02-27 05:00:00,2019-02-27 06:00:00,83.5,186.75,15.65,28.77,28.05,24.12,14.6,0.75,1.85,0.05,1.12,30.93,75.0,0.55,256.25,21.0,730.0,0.0,0.0,27.8,0.15
2019-02-27 06:00:00,2019-02-27 07:00:00,83.25,185.75,21.1,26.35,31.15,24.05,18.9,1.25,2.25,0.03,1.1,31.85,77.25,0.35,244.0,21.0,730.5,0.0,0.0,27.42,0.12
2019-02-27 07:00:00,2019-02-27 08:00:00,87.0,183.0,21.47,29.4,33.1,24.82,18.68,1.35,4.05,0.08,1.2,31.77,73.5,0.48,239.25,45.5,729.25,0.0,0.0,28.27,0.08
2019-02-27 08:00:00,2019-02-27 09:00:00,87.0,177.75,16.4,29.5,29.03,23.82,15.98,1.09,7.98,0.1,1.2,31.88,69.5,0.55,253.0,144.25,726.0,0.0,0.0,30.75,0.1
2019-02-27 09:00:00,2019-02-27 10:00:00,87.0,180.5,8.57,30.3,23.07,20.7,13.65,0.93,16.38,0.08,0.95,31.98,66.25,0.73,116.25,245.25,724.25,0.03,0.0,32.73,0.1
2019-02-27 10:00:00,2019-02-27 11:00:00,,174.25,2.0,23.55,14.18,18.98,13.75,0.0,27.2,0.08,0.7,32.0,62.5,0.88,118.75,336.75,723.75,0.0,0.0,33.75,0.1
2019-02-27 11:00:00,2019-02-27 12:00:00,55.0,138.25,0.7,15.95,9.05,18.75,9.45,0.0,33.6,0.0,0.53,30.8,58.75,1.0,175.0,301.75,723.75,0.0,0.0,34.25,0.0
2019-02-27 12:00:00,2019-02-27 13:00:00,55.0,98.5,0.7,9.63,5.7,14.83,8.4,0.41,34.05,0.0,0.35,30.82,54.25,1.05,244.5,403.25,722.5,0.03,0.0,35.65,0.0
2019-02-27 13:00:00,2019-02-27 14:00:00,,93.5,0.35,9.07,5.12,15.1,5.97,0.46,37.12,0.0,0.3,30.78,50.75,0.9,183.25,345.25,722.25,0.03,0.0,36.2,0.0
2019-02-27 14:00:00,2019-02-27 15:00:00,,93.25,0.2,9.07,4.75,14.62,7.15,0.49,39.5,0.0,0.2,31.95,47.0,0.93,220.0,275.5,722.5,0.0,0.0,36.58,0.0
2019-02-27 15:00:00,2019-02-27 16:00:00,,99.0,0.28,8.82,4.9,13.7,7.73,0.54,36.18,0.0,0.18,32.48,43.5,1.1,215.75,251.25,722.25,0.0,0.0,37.2,0.0
2019-02-27 16:00:00,2019-02-27 17:00:00,,105.75,0.3,9.6,5.35,12.2,7.52,0.51,31.85,0.0,0.1,32.45,38.75,0.85,127.75,160.5,723.0,0.0,0.0,37.18,0.0
2019-02-27 17:00:00,2019-02-27 18:00:00,,107.25,0.37,11.3,6.22,11.57,11.0,0.56,32.35,0.0,0.12,32.4,38.5,0.7,42.0,67.5,724.25,0.0,0.0,36.55,0.0
2019-02-27 18:00:00,2019-02-27 19:00:00,41.0,112.0,0.38,16.43,9.05,11.6,10.7,0.61,24.6,0.12,0.2,32.12,44.75,0.38,70.5,21.75,726.5,0.0,0.0,34.23,0.0
2019-02-27 19:00:00,2019-02-27 20:00:00,41.0,144.0,1.9,42.92,24.35,12.32,6.65,0.76,9.55,0.12,0.43,30.97,54.5,0.8,66.5,21.0,727.0,0.0,0.0,33.1,0.03
2019-02-27 20:00:00,2019-02-27 21:00:00,,173.25,0.73,33.52,18.43,13.05,6.12,0.73,14.35,0.1,0.43,30.78,63.5,0.8,76.5,21.0,727.0,0.0,0.0,32.8,0.1
2019-02-27 21:00:00,2019-02-27 22:00:00,,168.5,0.93,37.33,20.6,13.77,7.6,0.82,9.5,0.1,0.4,30.78,68.25,0.47,74.5,20.75,727.25,0.0,0.0,31.9,0.1
2019-02-27 22:00:00,2019-02-27 23:00:00,67.0,177.33,1.67,35.27,20.07,15.53,10.4,0.67,9.07,0.07,0.47,31.47,70.0,0.73,58.33,21.0,728.0,0.0,0.0,31.73,0.1
2019-02-27 23:00:00,2019-02-28 00:00:00,67.0,156.0,1.33,31.07,17.63,15.37,11.87,0.62,9.33,0.07,0.5,32.2,71.67,0.77,43.33,21.0,728.0,0.0,0.0,31.4,0.07
2019-02-28 00:00:00,2019-02-28 01:00:00,66.0,138.5,1.07,25.62,14.53,16.2,14.6,0.43,11.62,0.08,0.45,32.2,73.25,1.23,67.25,21.0,728.0,0.0,0.0,31.28,0.0
2019-02-28 01:00:00,2019-02-28 02:00:00,,89.75,0.45,16.45,9.12,14.05,7.85,0.23,13.43,0.0,0.25,32.15,75.0,1.18,66.75,21.0,728.0,0.0,0.0,30.9,0.0
2019-02-28 02:00:00,2019-02-28 03:00:00,,57.75,0.77,17.23,9.85,14.58,9.98,0.34,9.1,0.03,0.22,31.85,77.75,0.88,58.25,21.0,729.0,0.0,0.0,30.4,0.0
2019-02-28 03:00:00,2019-02-28 04:00:00,34.0,66.5,1.15,18.73,10.92,15.57,8.5,0.24,5.07,0.0,0.33,30.98,81.5,0.55,80.75,21.0,729.0,0.0,0.0,29.57,0.0
2019-02-28 04:00:00,2019-02-28 05:00:00,34.0,78.75,1.52,15.8,9.65,14.7,7.12,0.45,6.7,0.0,0.35,30.85,78.25,0.92,275.0,21.0,729.0,0.0,0.0,29.67,0.0
2019-02-28 05:00:00,2019-02-28 06:00:00,42.0,88.0,1.45,13.9,8.57,14.38,7.08,0.46,11.35,0.0,0.22,30.8,69.75,0.7,243.5,21.0,729.0,0.0,0.0,29.5,0.0
2019-02-28 06:00:00,2019-02-28 07:00:00,42.0,113.33,2.27,20.63,12.8,14.37,7.6,0.72,6.37,0.0,0.2,31.73,73.0,0.47,322.0,21.0,730.67,0.0,0.0,28.33,0.0
2019-02-28 07:00:00,2019-02-28 08:00:00,66.0,148.0,3.58,20.98,14.08,14.38,8.05,0.88,8.2,0.0,0.35,32.25,70.0,0.73,297.0,45.0,729.0,0.0,0.0,28.5,0.0
2019-02-28 08:00:00,2019-02-28 09:00:00,66.5,170.75,3.03,18.68,12.38,13.97,8.98,0.7,14.8,0.0,0.27,32.28,58.75,0.7,178.25,167.25,725.75,0.0,0.0,30.9,0.0
2019-02-28 09:00:00,2019-02-28 10:00:00,62.75,159.25,1.33,14.57,8.88,13.05,10.27,0.6,21.85,0.0,0.2,32.48,47.25,1.08,98.5,281.5,725.0,0.0,0.0,32.48,0.0
2019-02-28 10:00:00,2019-02-28 11:00:00,47.0,134.0,0.88,11.57,6.82,11.93,10.5,0.0,27.0,0.0,0.2,32.38,41.5,0.95,117.5,368.75,723.75,0.0,0.0,34.2,0.0
2019-02-28 11:00:00,2019-02-28 12:00:00,,128.0,0.5,10.8,6.2,11.5,8.65,0.19,37.73,0.0,0.13,31.03,40.33,0.97,79.33,431.67,722.67,0.03,0.0,35.17,0.0
2019-02-28 12:00:00,2019-02-28 13:00:00,40.0,128.5,0.3,8.13,4.57,9.83,8.7,0.35,35.12,0.0,0.1,30.85,39.25,0.97,135.0,441.0,722.25,0.0,0.0,35.9,0.0
2019-02-28 13:00:00,2019-02-28 14:00:00,40.0,127.25,0.17,7.75,4.22,10.3,6.88,0.38,35.0,0.0,0.1,31.05,37.25,0.78,190.75,424.5,721.5,0.0,0.0,37.05,0.0
2019-02-28 14:00:00,2019-02-28 15:00:00,31.0,116.75,0.43,7.7,4.45,9.82,6.88,0.4,36.45,0.0,0.1,31.97,36.75,1.15,250.0,365.25,722.0,0.0,0.0,37.12,0.0
2019-02-28 15:00:00,2019-02-28 16:00:00,31.25,112.0,0.48,7.57,4.43,9.32,7.8,0.42,36.75,0.0,0.08,32.5,36.5,1.18,213.25,270.5,722.5,0.0,0.0,37.05,0.0
2019-02-28 16:00:00,2019-02-28 17:00:00,32.0,115.25,0.17,7.45,4.05,9.25,7.93,0.2,40.3,0.0,0.0,32.42,36.75,1.15,255.5,164.5,723.0,0.0,0.0,36.85,0.0
2019-02-28 17:00:00,2019-02-28 18:00:00,,107.75,0.23,8.2,4.52,9.0,7.52,0.22,34.8,0.0,0.0,32.3,37.5,0.98,291.0,65.25,724.5,0.0,0.0,36.12,0.0
2019-02-28 18:00:00,2019-02-28 19:00:00,,128.25,0.2,18.57,10.02,8.93,7.2,0.48,22.93,0.0,0.0,32.32,38.75,0.78,178.0,21.0,726.0,0.0,0.0,34.8,0.0
2019-02-28 19:00:00,2019-02-28 20:00:00,,183.0,0.28,23.25,12.6,10.48,11.22,0.64,18.88,0.0,0.1,31.58,40.75,0.78,26.0,21.0,726.75,0.0,0.0,33.77,0.0
2019-02-28 20:00:00,2019-02-28 21:00:00,,184.33,0.7,31.3,17.27,12.47,30.83,0.68,20.77,0.1,0.2,31.37,44.0,1.07,59.0,21.0,727.0,0.0,0.0,33.1,0.0
2019-02-28 21:00:00,2019-02-28 22:00:00,,185.0,0.23,25.77,13.88,11.23,11.6,0.46,29.7,0.08,0.25,31.38,46.5,1.15,62.5,21.0,727.5,0.0,0.0,32.45,0.0
2019-02-28 22:00:00,2019-02-28 23:00:00,,177.75,0.45,25.4,13.88,10.82,17.8,0.44,26.25,0.0,0.15,31.8,48.0,0.82,55.75,21.0,728.0,0.0,0.0,31.83,0.0
2019-02-28 23:00:00,2019-03-01 00:00:00,,174.0,0.23,32.67,17.57,10.63,35.63,0.52,17.93,0.0,0.1,32.2,49.67,0.6,63.33,21.0,728.0,0.0,0.0,31.13,0.0
2019-03-01 00:00:00,2019-03-01 01:00:00,,176.5,0.48,23.67,12.95,10.97,10.9,0.54,15.72,0.0,0.2,32.0,61.75,0.4,265.25,21.0,729.5,0.0,0.0,29.05,0.0
2019-03-01 01:00:00,2019-03-01 02:00:00,,149.25,0.6,26.7,14.65,11.12,9.9,0.57,9.35,0.0,0.25,32.15,62.75,0.3,298.0,21.0,730.0,0.0,0.0,28.2,0.0
2019-03-01 02:00:00,2019-03-01 03:00:00,,159.0,0.9,24.8,13.9,11.62,9.17,0.65,7.8,0.0,0.3,31.98,67.25,0.38,299.25,21.0,730.0,0.0,0.0,27.88,0.0
2019-03-01 03:00:00,2019-03-01 04:00:00,,155.25,2.65,33.15,19.8,11.93,11.65,0.54,10.4,0.0,0.27,30.73,62.5,0.42,183.0,21.0,729.5,0.0,0.0,28.95,0.0
2019-03-01 04:00:00,2019-03-01 05:00:00,,166.0,1.75,24.6,14.48,11.58,7.85,0.5,7.12,0.0,0.28,30.45,71.5,0.4,259.25,21.0,730.0,0.0,0.0,27.65,0.0
2019-03-01 05:00:00,2019-03-01 06:00:00,,145.5,1.48,22.05,12.93,11.82,7.65,0.48,5.88,0.0,0.3,30.32,76.0,0.47,82.0,21.0,730.0,0.0,0.0,27.6,0.0
2019-03-01 06:00:00,2019-03-01 07:00:00,72.0,143.0,9.43,28.9,23.05,15.57,9.18,0.7,2.85,0.03,0.3,30.62,72.25,0.5,80.75,21.0,730.75,0.0,0.0,26.8,0.0
2019-03-01 07:00:00,2019-03-01 08:00:00,72.0,184.5,28.2,37.45,42.85,18.58,27.95,1.36,3.85,0.08,0.57,32.25,67.25,0.55,79.5,49.75,729.5,0.0,0.0,27.67,0.12
2019-03-01 08:00:00,2019-03-01 09:00:00,,184.0,23.9,34.98,38.0,19.7,30.2,1.02,8.32,0.1,0.75,32.6,68.5,0.88,110.5,131.75,727.25,0.0,0.0,30.5,0.25
2019-03-01 09:00:00,2019-03-01 10:00:00,,164.0,3.25,24.33,15.6,15.42,12.4,0.44,20.15,0.0,0.4,32.62,67.75,1.23,90.25,251.0,725.25,0.03,0.0,32.58,0.12
2019-03-01 10:00:00,2019-03-01 11:00:00,,95.5,0.82,17.23,9.82,15.7,12.35,0.24,30.2,0.0,0.2,33.1,64.75,1.48,85.5,304.0,725.0,0.03,0.0,33.28,0.03
2019-03-01 11:00:00,2019-03-01 12:00:00,,95.25,0.55,13.6,7.65,14.05,5.25,0.46,37.1,0.0,0.1,31.5,58.25,1.12,102.25,317.0,723.75,0.05,0.0,34.4,0.0
2019-03-01 12:00:00,2019-03-01 13:00:00,,92.5,0.2,9.47,5.1,12.83,7.4,0.49,43.22,0.0,0.1,31.15,51.25,0.97,96.25,356.25,723.0,0.0,0.0,35.65,0.0
2019-03-01 13:00:00,2019-03-01 14:00:00,,100.75,0.17,9.9,5.43,12.55,2.3,0.3,43.85,0.0,0.0,30.28,48.0,1.0,102.75,343.0,722.5,0.03,0.0,36.42,0.0
2019-03-01 14:00:00,2019-03-01 15:00:00,9.0,99.75,0.25,9.23,5.12,12.98,4.62,0.55,34.4,0.0,0.0,31.07,45.25,0.88,98.0,288.0,722.0,0.05,0.0,37.27,0.0
2019-03-01 15:00:00,2019-03-01 16:00:00,9.75,91.0,0.2,8.38,4.62,12.52,5.62,0.66,40.33,0.0,0.0,32.35,45.0,1.0,113.25,194.25,722.5,0.0,0.0,37.3,0.0
2019-03-01 16:00:00,2019-03-01 17:00:00,17.75,100.0,0.33,12.62,6.95,16.82,7.85,0.38,52.7,0.0,0.0,34.45,46.25,1.25,65.25,149.5,723.75,0.0,0.0,36.9,0.0
2019-03-01 17:00:00,2019-03-01 18:00:00,35.0,119.25,0.1,15.0,8.02,15.7,7.85,0.36,38.68,0.0,0.08,34.65,48.0,1.18,81.5,52.0,724.5,0.0,0.0,36.2,0.0
2019-03-01 18:00:00,2019-03-01 19:00:00,35.0,129.5,0.2,17.93,9.55,13.9,8.32,0.45,28.85,0.0,0.1,33.05,52.75,1.02,81.75,21.0,725.75,0.0,0.0,35.03,0.0
2019-03-01 19:00:00,2019-03-01 20:00:00,10.0,147.33,0.15,23.0,12.3,13.83,6.03,0.48,21.6,0.0,0.1,31.27,54.67,1.0,83.33,21.0,726.0,0.0,0.0,34.43,0.0
2019-03-01 20:00:00,2019-03-01 21:00:00,10.0,140.0,0.3,23.42,12.5,13.62,4.1,0.54,21.7,0.0,0.15,30.65,57.5,1.15,87.75,21.0,726.5,0.0,0.0,34.02,0.0
2019-03-01 21:00:00,2019-03-01 22:00:00,45.0,123.0,0.42,21.73,11.93,13.75,3.48,0.6,18.25,0.0,0.15,30.65,59.75,0.97,85.0,21.0,727.0,0.0,0.0,33.62,0.0
2019-03-01 22:00:00,2019-03-01 23:00:00,42.5,108.5,0.35,20.05,10.98,14.15,2.7,0.48,22.4,0.0,0.18,30.78,62.75,1.5,84.25,21.0,727.0,0.05,0.0,33.27,0.0
2019-03-01 23:00:00,2019-03-02 00:00:00,35.0,99.25,0.17,13.9,7.53,14.52,5.1,0.48,18.93,0.0,0.1,31.85,72.5,1.27,88.25,21.0,727.5,0.03,0.0,32.4,0.0
2019-03-02 00:00:00,2019-03-02 01:00:00,31.0,63.5,0.3,10.12,5.55,15.18,4.9,0.4,14.75,0.0,0.03,31.88,73.75,1.05,92.0,21.0,728.0,0.0,0.0,31.9,0.0
2019-03-02 01:00:00,2019-03-02 02:00:00,29.5,52.25,0.3,8.55,4.62,15.5,4.6,0.36,15.35,0.0,0.0,31.95,74.5,1.08,94.0,21.0,728.0,0.0,0.0,31.55,0.0
2019-03-02 02:00:00,2019-03-02 03:00:00,24.0,47.5,0.3,7.8,4.17,15.57,4.92,0.33,15.8,0.0,0.0,31.88,75.0,1.23,92.0,21.0,728.0,0.03,0.0,31.18,0.0
2019-03-02 03:00:00,2019-03-02 04:00:00,22.25,40.5,0.13,6.92,3.72,15.77,5.42,0.24,17.2,0.0,0.0,30.85,76.0,1.43,85.0,21.0,728.75,0.05,0.0,30.73,0.0
2019-03-02 04:00:00,2019-03-02 05:00:00,25.5,41.75,0.2,7.13,3.73,14.02,4.47,0.28,14.4,0.0,0.0,30.27,78.0,1.18,81.75,21.0,729.0,0.03,0.0,30.23,0.0
2019-03-02 05:00:00,2019-03-02 06:00:00,22.5,42.5,0.3,6.78,3.85,13.57,2.58,0.29,12.53,0.0,0.0,30.28,78.5,1.0,89.75,21.0,729.0,0.03,0.0,29.9,0.0
2019-03-02 06:00:00,2019-03-02 07:00:00,19.25,48.25,0.35,6.62,3.85,13.83,2.02,0.27,13.95,0.0,0.0,30.25,77.5,1.05,100.75,21.0,729.0,0.05,0.0,29.9,0.0
2019-03-02 07:00:00,2019-03-02 08:00:00,22.0,54.5,0.1,6.92,3.77,14.28,3.92,0.38,17.5,0.0,0.0,31.65,74.0,1.25,103.5,49.0,728.25,0.08,0.0,30.6,0.0
2019-03-02 08:00:00,2019-03-02 09:00:00,21.25,62.0,0.6,6.28,3.8,14.5,5.05,0.34,17.15,0.0,0.0,32.02,70.0,1.28,109.5,154.25,726.5,0.08,0.0,31.8,0.0
2019-03-02 09:00:00,2019-03-02 10:00:00,27.25,63.75,0.55,6.42,3.85,14.7,5.03,0.34,19.1,0.0,0.0,32.17,65.0,1.22,113.5,272.5,725.25,0.1,0.0,33.0,0.0
2019-03-02 10:00:00,2019-03-02 11:00:00,24.5,71.67,0.25,6.97,3.93,14.7,5.75,0.82,22.15,0.0,0.0,32.65,59.5,1.2,120.5,358.25,724.25,0.1,0.0,34.23,0.0
2019-03-02 11:00:00,2019-03-02 12:00:00,24.75,76.0,0.35,6.85,3.95,13.4,3.65,0.34,25.7,0.0,0.0,31.68,56.5,1.15,108.25,369.25,723.75,0.05,0.0,35.05,0.0
2019-03-02 12:00:00,2019-03-02 13:00:00,29.25,73.25,0.2,6.4,3.53,12.5,5.1,0.36,27.93,0.0,0.0,31.37,55.0,1.1,113.5,296.75,723.75,0.05,0.0,35.47,0.0
2019-03-02 13:00:00,2019-03-02 14:00:00,26.75,73.5,0.17,6.03,3.32,13.25,3.92,0.39,28.4,0.0,0.0,31.15,52.75,1.17,111.5,366.0,722.75,0.1,0.0,36.27,0.0
2019-03-02 14:00:00,2019-03-02 15:00:00,26.0,72.5,0.25,5.93,3.33,12.32,3.2,0.33,30.1,0.0,0.0,31.08,51.5,1.18,104.5,258.25,723.25,0.1,0.0,36.45,0.0
2019-03-02 15:00:00,2019-03-02 16:00:00,26.0,75.25,0.1,6.8,3.58,11.9,4.65,0.39,32.62,0.0,0.0,31.92,50.0,1.48,84.25,246.75,723.0,0.05,0.0,36.68,0.0
2019-03-02 16:00:00,2019-03-02 17:00:00,30.0,82.0,0.35,9.25,5.05,11.62,5.33,0.37,34.4,0.0,0.0,31.88,51.25,1.5,78.75,160.0,723.5,0.03,0.0,36.33,0.0
2019-03-02 17:00:00,2019-03-02 18:00:00,30.0,92.0,0.22,11.8,6.45,11.9,5.17,0.39,29.65,0.0,0.03,31.7,53.5,1.42,81.0,57.5,725.0,0.03,0.0,35.58,0.0
2019-03-02 18:00:00,2019-03-02 19:00:00,,101.0,0.15,14.6,7.87,11.8,5.83,0.42,23.63,0.0,0.1,31.67,57.33,1.43,81.67,21.0,726.0,0.0,0.0,34.53,0.0
2019-03-02 19:00:00,2019-03-02 20:00:00,,112.5,0.37,20.92,11.35,12.6,5.38,0.51,16.62,0.0,0.17,31.1,60.0,1.25,82.0,21.0,726.5,0.0,0.0,33.97,0.0
2019-03-02 20:00:00,2019-03-02 21:00:00,38.0,107.5,0.17,22.0,11.88,12.18,5.9,0.53,16.1,0.0,0.2,30.67,62.0,1.3,83.0,21.0,727.0,0.03,0.0,33.58,0.0
2019-03-02 21:00:00,2019-03-02 22:00:00,38.0,95.25,0.25,18.8,10.1,12.15,4.6,0.51,17.65,0.0,0.2,30.58,64.25,1.25,85.75,21.0,727.0,0.05,0.0,33.17,0.0
2019-03-02 22:00:00,2019-03-02 23:00:00,32.0,85.5,0.17,15.18,8.2,11.88,4.28,0.6,17.15,0.0,0.1,30.58,64.5,0.95,95.25,21.0,727.0,0.05,0.0,32.8,0.0
2019-03-02 23:00:00,2019-03-03 00:00:00,32.0,72.0,0.25,11.9,6.5,12.37,3.9,0.73,16.87,0.0,0.1,31.73,64.33,1.0,97.33,21.0,728.0,0.03,0.0,32.5,0.0
2019-03-03 00:00:00,2019-03-03 01:00:00,,52.5,0.13,8.47,4.55,11.95,5.17,0.45,14.75,0.0,0.03,31.9,65.75,1.02,87.0,21.0,728.0,0.0,0.0,31.97,0.0
2019-03-03 01:00:00,2019-03-03 02:00:00,,50.25,0.25,7.72,4.23,11.67,4.12,0.37,15.35,0.0,0.0,31.8,66.75,1.07,102.0,21.0,728.0,0.03,0.0,31.55,0.0
2019-03-03 02:00:00,2019-03-03 03:00:00,,47.0,0.15,7.02,3.83,11.62,3.88,0.3,16.1,0.0,0.0,31.75,67.5,0.88,101.5,21.0,728.0,0.0,0.0,31.15,0.0
2019-03-03 03:00:00,2019-03-03 04:00:00,,43.5,0.33,6.98,3.9,11.88,3.8,0.24,14.7,0.0,0.0,31.23,69.0,0.85,98.75,21.0,728.25,0.05,0.0,30.82,0.0
2019-03-03 04:00:00,2019-03-03 05:00:00,,42.0,0.38,8.28,4.72,10.85,2.82,0.28,12.95,0.0,0.0,30.5,70.75,0.7,111.0,21.0,729.0,0.0,0.0,30.5,0.0
2019-03-03 05:00:00,2019-03-03 06:00:00,,44.25,0.53,7.2,4.22,10.75,2.77,0.34,11.18,0.0,0.0,30.35,74.5,0.75,182.75,21.0,729.5,0.0,0.0,29.88,0.0
2019-03-03 06:00:00,2019-03-03 07:00:00,,48.25,0.72,7.0,4.3,10.82,3.08,0.34,9.35,0.0,0.1,30.38,78.5,0.5,211.25,21.25,729.75,0.0,0.0,29.05,0.0
2019-03-03 07:00:00,2019-03-03 08:00:00,,44.5,1.0,7.78,4.92,11.23,3.27,0.37,8.0,0.0,0.05,31.47,74.75,0.47,150.75,49.25,728.25,0.0,0.0,29.92,0.0
2019-03-03 08:00:00,2019-03-03 09:00:00,,57.5,0.95,7.32,4.67,10.9,3.88,0.32,11.02,0.0,0.0,31.75,67.25,0.75,166.25,152.25,726.25,0.0,0.0,31.7,0.0
2019-03-03 09:00:00,2019-03-03 10:00:00,,54.67,0.63,6.17,3.8,11.1,4.23,0.3,15.2,0.0,0.0,31.9,61.67,0.87,167.67,266.67,724.67,0.03,0.0,33.2,0.0
2019-03-03 10:00:00,2019-03-03 11:00:00,,54.5,0.38,5.82,3.4,11.73,5.25,0.0,19.4,0.0,0.0,32.32,55.5,0.9,139.75,358.75,723.5,0.08,0.0,34.95,0.0
2019-03-03 11:00:00,2019-03-03 12:00:00,,61.0,0.2,6.25,3.5,12.3,4.6,0.0,24.1,0.0,0.0,32.0,50.25,0.9,201.5,394.5,722.5,0.0,0.0,36.67,0.0
2019-03-03 12:00:00,2019-03-03 13:00:00,,57.25,,4.87,2.57,10.7,5.55,0.23,25.65,0.0,0.0,31.0,47.5,0.88,202.75,392.0,722.0,0.05,0.0,37.62,0.0
